scope,scene_id,cluster_id,profile,method,si_sdr_db,spectral_error_db,coherence,ild_error_db,ic_error
single_scene,plus-test-0003,speaker-pair-0,strict,adeps_tuned,12.702668206920675,8.015414618332816,0.1706016490727065,4.6282025779463245,0.21378147850037948
single_scene,plus-test-0003,speaker-pair-0,strict,spatial_only,12.526747236447278,4.137663168877148,0.8215150951881927,0.535167385037346,0.11063043842469976
single_scene,plus-test-0003,speaker-pair-0,strict,consistency_only,23.4831600608212,8.93572645320117,0.6608970262622357,3.047546384611188,0.1792931497197604
single_scene,plus-test-0003,speaker-pair-0,strict,plus,27.354370702449835,4.337673708721708,0.8036984215493366,0.6216671571396236,0.1113817660267682
single_scene,plus-test-0003,speaker-pair-0,strict,plus_no_denoiser,27.673245853076608,4.01512949635699,0.8128224314540459,0.49868038676791016,0.10947526363257562
single_scene,plus-test-0004,speaker-pair-0,strict,linear_default,20.29938313587915,,,2.38491851768189,0.05619558453837202
single_scene,plus-test-0004,speaker-pair-0,strict,linear_tuned,22.719151980162117,,,2.37050367921631,0.05525161455887184
single_scene,plus-test-0004,speaker-pair-0,strict,linear_noise,22.7050917772153,,,2.3272401549010793,0.060870875487147744
single_scene,plus-test-0004,speaker-pair-0,strict,adeps_current,6.539055130818384,15.527742331776484,0.1275578936144598,4.3341033042492905,0.35331392051112
single_scene,plus-test-0004,speaker-pair-0,strict,adeps_tuned,12.355756031396275,15.568992632759398,0.19515267879391607,3.4716034941142193,0.3103840185706419
single_scene,plus-test-0004,speaker-pair-0,strict,spatial_only,25.614644542972567,6.000767629394459,0.650344729691646,1.022639853579308,0.031834707145949284
single_scene,plus-test-0004,speaker-pair-0,strict,consistency_only,26.248911242545088,6.660381889956209,0.527692991575853,2.2298399130354136,0.07228771699756735
single_scene,plus-test-0004,speaker-pair-0,strict,plus,29.58882625338586,5.486139262071957,0.6224711588934879,1.475435591330199,0.02829360663630505
single_scene,plus-test-0004,speaker-pair-0,strict,plus_no_denoiser,29.660705238723423,5.146586257611427,0.6376852158755903,1.2652508173138088,0.027357077926424608
single_scene,plus-test-0005,speaker-pair-0,strict,linear_default,15.263727896748797,,,1.8108122567417846,0.0705216853274444
single_scene,plus-test-0005,speaker-pair-0,strict,linear_tuned,15.609983549389845,,,1.8163231752150222,0.06976582978028004
single_scene,plus-test-0005,speaker-pair-0,strict,linear_noise,15.600683719516772,,,1.790599019618439,0.07117123242279552
single_scene,plus-test-0005,speaker-pair-0,strict,adeps_current,6.303393487554671,19.402675174494103,0.16577847216557068,3.4060904463828225,0.20869071026810115
single_scene,plus-test-0005,speaker-pair-0,strict,adeps_tuned,11.24733391050679,18.53309266859098,0.27483493037540224,2.7312314671178735,0.13717460709369647
single_scene,plus-test-0005,speaker-pair-0,strict,spatial_only,20.964100962310383,4.729747664709261,0.7698091198353052,1.3018288267341627,0.09414705758413972
single_scene,plus-test-0005,speaker-pair-0,strict,consistency_only,16.27087569152725,6.560045055126393,0.6164330951020076,1.6449590413251904,0.07158316709790047
single_scene,plus-test-0005,speaker-pair-0,strict,plus,21.38700600842295,4.768556256598144,0.7666991239041713,1.1667930828983022,0.0911683956899711
single_scene,plus-test-0005,speaker-pair-0,strict,plus_no_denoiser,21.509688532983795,4.517061719011225,0.7766044302465733,1.2948452388738405,0.09587000532704822
single_scene,plus-test-0006,speaker-pair-0,strict,linear_default,3.6260761130464396,,,3.6140500741662827,0.08139784662982498
single_scene,plus-test-0006,speaker-pair-0,strict,linear_tuned,7.846336180885343,,,3.6091444365939616,0.08063490045526109
single_scene,plus-test-0006,speaker-pair-0,strict,linear_noise,7.840711702186855,,,3.610698925866175,0.08069421336452626
single_scene,plus-test-0006,speaker-pair-0,strict,adeps_current,1.444984722298126,10.186273641798467,0.17911460236037713,5.210525314208085,0.31540008579496503
single_scene,plus-test-0006,speaker-pair-0,strict,adeps_tuned,7.6508642948850145,9.124164030923462,0.2947505516553406,4.401180230919455,0.2552713739124137
single_scene,plus-test-0006,speaker-pair-0,strict,spatial_only,13.23050652671661,3.606487368591734,0.9194701438389444,0.5433041804680393,0.044562902202665636
